Lime question,-----current variable name,variable,dummyVariable,variableType,method,target,databaseStart,variableStart,variableStartType,catValues,numValidCat,catLabel,catLabelLong,units,low,high,From,interval,catStartLabel,reference,variableStartShortLabel,variableStartLabel,Notes
,TroubleSleeping,SLP_02,SLP_02_cat3_3,cat,Map1_1,PoRT_limesurvey,cchs-82M0013-E-2001-c1-1-general-file,GENA_04,cat,3,3,Never ,Never ,N/A,3,3,3:3,,Never ,,Freq. - trouble sleeping,How often do you have trouble going to sleep or staying asleep?,
,TroubleSleeping,SLP_02,SLP_02_cat3_NA,cat,Map1_1,PoRT_limesurvey,cchs-82M0013-E-2001-c1-1-general-file,GENA_04,cat,NA,3,missing,missing,N/A,6,9,6:9,,not applicable (6); don't know (7); refusal (8); not stated (9),,Freq. - trouble sleeping,How often do you have trouble going to sleep or staying asleep?,
,TroubleSleeping,SLP_02,SLP_02_cat5_1,cat,Map1_1,PoRT_limesurvey,"cchs-E-2007-2008-AnnualComponent, cchs-82M0013-E-2011-2012-Annual-component, cchs-82M0013-E-2012-Annual-component, cchs-82M0013-E-2013-2014-Annual-component, cchs-82M0013-E-2014-Annual-component",SLP_02,cat,1,5,None of the time,None of the time,N/A,1,1,1:1,,None of the time,,Freq. - trouble sleeping,How often do you have trouble going to sleep or staying asleep?,
,TroubleSleeping,SLP_02,SLP_02_cat5_2,cat,Map1_1,PoRT_limesurvey,"cchs-E-2007-2008-AnnualComponent, cchs-82M0013-E-2011-2012-Annual-component, cchs-82M0013-E-2012-Annual-component, cchs-82M0013-E-2013-2014-Annual-component, cchs-82M0013-E-2014-Annual-component",SLP_02,cat,2,5,Little of the time,Little of the time,N/A,2,2,2:2,,Little of the time,,Freq. - trouble sleeping,How often do you have trouble going to sleep or staying asleep?,
,TroubleSleeping,SLP_02,SLP_02_cat5_3,cat,Map1_1,PoRT_limesurvey,"cchs-E-2007-2008-AnnualComponent, cchs-82M0013-E-2011-2012-Annual-component, cchs-82M0013-E-2012-Annual-component, cchs-82M0013-E-2013-2014-Annual-component, cchs-82M0013-E-2014-Annual-component",SLP_02,cat,3,5,Some of the time,Some of the time,N/A,3,3,3:3,,Some of the time,,Freq. - trouble sleeping,How often do you have trouble going to sleep or staying asleep?,
,TroubleSleeping,SLP_02,SLP_02_cat5_4,cat,Map1_1,PoRT_limesurvey,"cchs-E-2007-2008-AnnualComponent, cchs-82M0013-E-2011-2012-Annual-component, cchs-82M0013-E-2012-Annual-component, cchs-82M0013-E-2013-2014-Annual-component, cchs-82M0013-E-2014-Annual-component",SLP_02,cat,4,5,Most of the time,Most of the time,N/A,4,4,4:4,,Most of the time,,Freq. - trouble sleeping,How often do you have trouble going to sleep or staying asleep?,
,TroubleSleeping,SLP_02,SLP_02_cat5_5,cat,Map1_1,PoRT_limesurvey,"cchs-E-2007-2008-AnnualComponent, cchs-82M0013-E-2011-2012-Annual-component, cchs-82M0013-E-2012-Annual-component, cchs-82M0013-E-2013-2014-Annual-component, cchs-82M0013-E-2014-Annual-component",SLP_02,cat,5,5,All the time,All the time,N/A,5,5,5:5,,All the time,,Freq. - trouble sleeping,How often do you have trouble going to sleep or staying asleep?,
,TroubleSleeping,SLP_02,SLP_02_cat5_NA,cat,Map1_1,PoRT_limesurvey,"cchs-E-2007-2008-AnnualComponent, cchs-82M0013-E-2011-2012-Annual-component, cchs-82M0013-E-2012-Annual-component, cchs-82M0013-E-2013-2014-Annual-component, cchs-82M0013-E-2014-Annual-component",SLP_02,cat,NA,5,missing,missing,N/A,6,9,6:9,,not applicable (6); don't know (7); refusal (8); not stated (9),,Freq. - trouble sleeping,How often do you have trouble going to sleep or staying asleep?,
,SleepRefreshing,SLP_03,SLP_03_cat3_1,cat,Map1_1,PoRT_limesurvey,cchs-82M0013-E-2001-c1-1-general-file,GENA_05,cat,1,3,Most of the time,Most of the time,N/A,1,1,1:1,,Most of the time,,Freq. - find sleep refreshing,How often do you find your sleep refreshing?,
,SleepRefreshing,SLP_03,SLP_03_cat3_2,cat,Map1_1,PoRT_limesurvey,cchs-82M0013-E-2001-c1-1-general-file,GENA_05,cat,2,3,Sometimes,Sometimes,N/A,2,2,2:2,,Sometimes,,Freq. - find sleep refreshing,How often do you find your sleep refreshing?,
,SleepRefreshing,SLP_03,SLP_03_cat3_3,cat,Map1_1,PoRT_limesurvey,cchs-82M0013-E-2001-c1-1-general-file,GENA_05,cat,3,3,Never ,Never ,N/A,3,3,3:3,,Never ,,Freq. - find sleep refreshing,How often do you find your sleep refreshing?,
,SleepRefreshing,SLP_03,SLP_03_cat3_NA,cat,Map1_1,PoRT_limesurvey,cchs-82M0013-E-2001-c1-1-general-file,GENA_05,cat,NA,3,missing,missing,N/A,6,9,6:9,,not applicable (6); don't know (7); refusal (8); not stated (9),,Freq. - find sleep refreshing,How often do you find your sleep refreshing?,
,SleepRefreshing,SLP_03,SLP_03_cat5_1,cat,Map1_1,PoRT_limesurvey,"cchs-E-2007-2008-AnnualComponent, cchs-82M0013-E-2011-2012-Annual-component, cchs-82M0013-E-2012-Annual-component, cchs-82M0013-E-2013-2014-Annual-component, cchs-82M0013-E-2014-Annual-component",SLP_03,cat,1,5,None of the time,None of the time,N/A,1,1,1:1,,None of the time,,Frequency - find sleep refreshing,How often do you find your sleep refreshing?,
,SleepRefreshing,SLP_03,SLP_03_cat5_2,cat,Map1_1,PoRT_limesurvey,"cchs-E-2007-2008-AnnualComponent, cchs-82M0013-E-2011-2012-Annual-component, cchs-82M0013-E-2012-Annual-component, cchs-82M0013-E-2013-2014-Annual-component, cchs-82M0013-E-2014-Annual-component",SLP_03,cat,2,5,Little of the time,Little of the time,N/A,2,2,2:2,,Little of the time,,Frequency - find sleep refreshing,How often do you find your sleep refreshing?,
,SleepRefreshing,SLP_03,SLP_03_cat5_3,cat,Map1_1,PoRT_limesurvey,"cchs-E-2007-2008-AnnualComponent, cchs-82M0013-E-2011-2012-Annual-component, cchs-82M0013-E-2012-Annual-component, cchs-82M0013-E-2013-2014-Annual-component, cchs-82M0013-E-2014-Annual-component",SLP_03,cat,3,5,Some of the time,Some of the time,N/A,3,3,3:3,,Some of the time,,Frequency - find sleep refreshing,How often do you find your sleep refreshing?,
,SleepRefreshing,SLP_03,SLP_03_cat5_4,cat,Map1_1,PoRT_limesurvey,"cchs-E-2007-2008-AnnualComponent, cchs-82M0013-E-2011-2012-Annual-component, cchs-82M0013-E-2012-Annual-component, cchs-82M0013-E-2013-2014-Annual-component, cchs-82M0013-E-2014-Annual-component",SLP_03,cat,4,5,Most of the time,Most of the time,N/A,4,4,4:4,,Most of the time,,Frequency - find sleep refreshing,How often do you find your sleep refreshing?,
,SleepRefreshing,SLP_03,SLP_03_cat5_5,cat,Map1_1,PoRT_limesurvey,"cchs-E-2007-2008-AnnualComponent, cchs-82M0013-E-2011-2012-Annual-component, cchs-82M0013-E-2012-Annual-component, cchs-82M0013-E-2013-2014-Annual-component, cchs-82M0013-E-2014-Annual-component",SLP_03,cat,5,5,All the time,All the time,N/A,5,5,5:5,,All the time,,Frequency - find sleep refreshing,How often do you find your sleep refreshing?,
,SleepRefreshing,SLP_03,SLP_03_cat5_NA,cat,Map1_1,PoRT_limesurvey,"cchs-E-2007-2008-AnnualComponent, cchs-82M0013-E-2011-2012-Annual-component, cchs-82M0013-E-2012-Annual-component, cchs-82M0013-E-2013-2014-Annual-component, cchs-82M0013-E-2014-Annual-component",SLP_03,cat,NA,5,missing,missing,N/A,6,9,6:9,,not applicable (6); don't know (7); refusal (8); not stated (9),,Frequency - find sleep refreshing,How often do you find your sleep refreshing?,
,DifficultyAwake,SLP_04,SLP_04_cat3_1,cat,Map1_1,PoRT_limesurvey,cchs-82M0013-E-2001-c1-1-general-file,GENA_06,cat,1,3,Most of the time,Most of the time,N/A,1,1,1:1,,Most of the time,,Freq. - find it difficult to stay awake,How often do you find it difficult to stay awake when you want to?,
,DifficultyAwake,SLP_04,SLP_04_cat3_2,cat,Map1_1,PoRT_limesurvey,cchs-82M0013-E-2001-c1-1-general-file,GENA_06,cat,2,3,Sometimes,Sometimes,N/A,2,2,2:2,,Sometimes,,Freq. - find it difficult to stay awake,How often do you find it difficult to stay awake when you want to?,
,DifficultyAwake,SLP_04,SLP_04_cat3_3,cat,Map1_1,PoRT_limesurvey,cchs-82M0013-E-2001-c1-1-general-file,GENA_06,cat,3,3,Never ,Never ,N/A,3,3,3:3,,Never ,,Freq. - find it difficult to stay awake,How often do you find it difficult to stay awake when you want to?,
,DifficultyAwake,SLP_04,SLP_04_cat3_NA,cat,Map1_1,PoRT_limesurvey,cchs-82M0013-E-2001-c1-1-general-file,GENA_06,cat,NA,3,missing,missing,N/A,6,9,6:9,,not applicable (6); don't know (7); refusal (8); not stated (9),,Freq. - find it difficult to stay awake,How often do you find it difficult to stay awake when you want to?,
,DifficultyAwake,SLP_04,SLP_04_cat5_1,cat,Map1_1,PoRT_limesurvey,"cchs-E-2007-2008-AnnualComponent, cchs-82M0013-E-2011-2012-Annual-component, cchs-82M0013-E-2012-Annual-component, cchs-82M0013-E-2013-2014-Annual-component, cchs-82M0013-E-2014-Annual-component",SLP_04,cat,1,5,None of the time,None of the time,N/A,1,1,1:1,,None of the time,,Frequency - difficult to stay awake,How often do you find it difficult to stay awake when you want to?,
,DifficultyAwake,SLP_04,SLP_04_cat5_2,cat,Map1_1,PoRT_limesurvey,"cchs-E-2007-2008-AnnualComponent, cchs-82M0013-E-2011-2012-Annual-component, cchs-82M0013-E-2012-Annual-component, cchs-82M0013-E-2013-2014-Annual-component, cchs-82M0013-E-2014-Annual-component",SLP_04,cat,2,5,Little of the time,Little of the time,N/A,2,2,2:2,,Little of the time,,Frequency - difficult to stay awake,How often do you find it difficult to stay awake when you want to?,
,DifficultyAwake,SLP_04,SLP_04_cat5_3,cat,Map1_1,PoRT_limesurvey,"cchs-E-2007-2008-AnnualComponent, cchs-82M0013-E-2011-2012-Annual-component, cchs-82M0013-E-2012-Annual-component, cchs-82M0013-E-2013-2014-Annual-component, cchs-82M0013-E-2014-Annual-component",SLP_04,cat,3,5,Some of the time,Some of the time,N/A,3,3,3:3,,Some of the time,,Frequency - difficult to stay awake,How often do you find it difficult to stay awake when you want to?,
,DifficultyAwake,SLP_04,SLP_04_cat5_4,cat,Map1_1,PoRT_limesurvey,"cchs-E-2007-2008-AnnualComponent, cchs-82M0013-E-2011-2012-Annual-component, cchs-82M0013-E-2012-Annual-component, cchs-82M0013-E-2013-2014-Annual-component, cchs-82M0013-E-2014-Annual-component",SLP_04,cat,4,5,Most of the time,Most of the time,N/A,4,4,4:4,,Most of the time,,Frequency - difficult to stay awake,How often do you find it difficult to stay awake when you want to?,
,DifficultyAwake,SLP_04,SLP_04_cat5_5,cat,Map1_1,PoRT_limesurvey,"cchs-E-2007-2008-AnnualComponent, cchs-82M0013-E-2011-2012-Annual-component, cchs-82M0013-E-2012-Annual-component, cchs-82M0013-E-2013-2014-Annual-component, cchs-82M0013-E-2014-Annual-component",SLP_04,cat,5,5,All the time,All the time,N/A,5,5,5:5,,All the time,,Frequency - difficult to stay awake,How often do you find it difficult to stay awake when you want to?,
,DifficultyAwake,SLP_04,SLP_04_cat5_NA,cat,Map1_1,PoRT_limesurvey,"cchs-E-2007-2008-AnnualComponent, cchs-82M0013-E-2011-2012-Annual-component, cchs-82M0013-E-2012-Annual-component, cchs-82M0013-E-2013-2014-Annual-component, cchs-82M0013-E-2014-Annual-component",SLP_04,cat,NA,5,missing,missing,N/A,6,9,6:9,,not applicable (6); don't know (7); refusal (8); not stated (9),,Frequency - difficult to stay awake,How often do you find it difficult to stay awake when you want to?,
,SleepingPills,MED_1P,MED_1P_cat2_1,cat,Map1_1,PoRT_limesurvey,"cchs-82M0013-E-2001-c1-1-general-file, cchs-82M0013-E-2003-c2-1-General File, cchs-82M0013-E-2005-c3-1-main-file, cchs-82M0013-E-2011-2012-Annual-component, cchs-82M0013-E-2012-Annual-component","cchs-82M0013-E-2001-c1-1-general-file::DRGA_1P, cchs-82M0013-E-2003-c2-1-General File::MEDC_1P, cchs-82M0013-E-2005-c3-1-main-file::MEDE_1P, [MED_1P] ",cat,1,2,Yes,Yes,N/A,1,1,1:1,,Yes,,Medication - sleeping pills,"In the past month, did you take sleeping pills such as Imovane, Nytol or Starnoc?",CCHS 2001 does not provide examples of sleeping pills in its literal question
,SleepingPills,MED_1P,MED_1P_cat2_2,cat,Map1_1,PoRT_limesurvey,"cchs-82M0013-E-2001-c1-1-general-file, cchs-82M0013-E-2003-c2-1-General File, cchs-82M0013-E-2005-c3-1-main-file, cchs-82M0013-E-2011-2012-Annual-component, cchs-82M0013-E-2012-Annual-component","cchs-82M0013-E-2001-c1-1-general-file::DRGA_1P, cchs-82M0013-E-2003-c2-1-General File::MEDC_1P, cchs-82M0013-E-2005-c3-1-main-file::MEDE_1P, [MED_1P] ",cat,2,2,No,No,N/A,2,2,2:2,,No,,Medication - sleeping pills,"In the past month, did you take sleeping pills such as Imovane, Nytol or Starnoc?",
,SleepingPills,MED_1P,MED_1P_cat2_NA,cat,Map1_1,PoRT_limesurvey,"cchs-82M0013-E-2001-c1-1-general-file, cchs-82M0013-E-2003-c2-1-General File, cchs-82M0013-E-2005-c3-1-main-file, cchs-82M0013-E-2011-2012-Annual-component, cchs-82M0013-E-2012-Annual-component","cchs-82M0013-E-2001-c1-1-general-file::DRGA_1P, cchs-82M0013-E-2003-c2-1-General File::MEDC_1P, cchs-82M0013-E-2005-c3-1-main-file::MEDE_1P, [MED_1P] ",cat,NA,2,missing,missing,N/A,6,9,6:9,,not applicable (6); don't know (7); refusal (8); not stated (9),,Medication - sleeping pills,"In the past month, did you take sleeping pills such as Imovane, Nytol or Starnoc?",
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,DepInd,depInd,depInd_cat3_0,cat,look-up table,Postal code look-up table,PUMF 2013-2014,N/A,cat,0,3,Low deprivation,Low deprivation,N/A,0,0,0:0,"[,]",,,,,
,DepInd,depInd,depInd_cat3_1,cat,look-up table,Postal code look-up table,PUMF 2013-2014,N/A,cat,1,3,Moderate deprivation,Moderate deprivation,N/A,1,1,1:1,"[,]",,,,,
,DepInd,depInd,depInd_cat3_2,cat,look-up table,Postal code look-up table,PUMF 2013-2014,N/A,cat,2,3,High deprivation,High deprivation,N/A,2,2,2:2,"[,]",,,,,
,N/A,GEOGPRV,GEOGPRV_cat11_1,cat,Map1_1,BatchMode,PUMF 2013-2014,GEOGPRV,cat,1,11,NL,Nfld. & Labrador,N/A,10,10,10:10,"[,]",Nfld. & Labrador,,Province,Province of residence of respondent - (G),
,N/A,GEOGPRV,GEOGPRV_cat11_2,cat,Map1_1,BatchMode,PUMF 2013-2014,GEOGPRV,cat,2,11,PE,Prince Edward Island,N/A,11,11,11:11,"[,]",Prince Edward Island,,Province,Province of residence of respondent - (G),
,N/A,GEOGPRV,GEOGPRV_cat11_3,cat,Map1_1,BatchMode,PUMF 2013-2014,GEOGPRV,cat,3,11,NS,Nova Scotia,N/A,12,12,12:12,"[,]",Nova Scotia,,Province,Province of residence of respondent - (G),
,N/A,GEOGPRV,GEOGPRV_cat11_4,cat,Map1_1,BatchMode,PUMF 2013-2014,GEOGPRV,cat,4,11,NB,New Brunswick,N/A,13,13,13:13,"[,]",New Brunswick,,Province,Province of residence of respondent - (G),
,N/A,GEOGPRV,GEOGPRV_cat11_5,cat,Map1_1,BatchMode,PUMF 2013-2014,GEOGPRV,cat,5,11,QC,Quebec,N/A,24,24,24:24,"[,]",Quebec,,Province,Province of residence of respondent - (G),
,N/A,GEOGPRV,GEOGPRV_cat11_6,cat,Map1_1,BatchMode,PUMF 2013-2014,GEOGPRV,cat,6,11,ON,Ontario,N/A,35,35,35:35,"[,]",Ontario,,Province,Province of residence of respondent - (G),
,N/A,GEOGPRV,GEOGPRV_cat11_7,cat,Map1_1,BatchMode,PUMF 2013-2014,GEOGPRV,cat,7,11,MB,Manitoba,N/A,46,46,46:46,"[,]",Manitoba,,Province,Province of residence of respondent - (G),
,N/A,GEOGPRV,GEOGPRV_cat11_8,cat,Map1_1,BatchMode,PUMF 2013-2014,GEOGPRV,cat,8,11,SK,Saskatchewan,N/A,47,47,47:47,"[,]",Saskatchewan,,Province,Province of residence of respondent - (G),
,N/A,GEOGPRV,GEOGPRV_cat11_9,cat,Map1_1,BatchMode,PUMF 2013-2014,GEOGPRV,cat,9,11,AB,Alberta,N/A,48,48,48:48,"[,]",Alberta,,Province,Province of residence of respondent - (G),
,N/A,GEOGPRV,GEOGPRV_cat11_10,cat,Map1_1,BatchMode,PUMF 2013-2014,GEOGPRV,cat,10,11,BC,British Columbia,N/A,59,59,59:59,"[,]",British Columbia,,Province,Province of residence of respondent - (G),
,N/A,GEOGPRV,GEOGPRV_cat11_11,cat,Map1_1,BatchMode,PUMF 2013-2014,GEOGPRV,cat,11,11,YT/NT/NU,Yukon/NWT/Nunavut,N/A,60,60,60:60,"[,]",Yukon/NWT/Nunavut,,Province,Province of residence of respondent - (G),
,N/A,GEODPMF,GEODPMF_cat97_1,cat,Map1_1,BatchMode,PUMF 2013-2014,GEODPMF,cat,1,97,NL_10911,Eastern Region IHA,N/A,10911,10911,10911:10911,"[,]",Eastern Region IHA,,Health Region,Health Region - (G),
,N/A,GEODPMF,GEODPMF_cat97_2,cat,Map1_1,BatchMode,PUMF 2013-2014,GEODPMF,cat,2,97,NL_10912,Central Region IHA,N/A,10912,10912,10912:10912,"[,]",Central Region IHA,,Health Region,Health Region - (G),
,N/A,GEODPMF,GEODPMF_cat97_3,cat,Map1_1,BatchMode,PUMF 2013-2014,GEODPMF,cat,3,97,NL_10913,Westrn/Labradr Region,N/A,10913,10913,10913:10913,"[,]",Westrn/Labradr Region,,Health Region,Health Region - (G),
,N/A,GEODPMF,GEODPMF_cat97_4,cat,Map1_1,BatchMode,PUMF 2013-2014,GEODPMF,cat,4,97,PE_11901,Prince Edward Island,N/A,11901,11901,11901:11901,"[,]",Prince Edward Island,,Health Region,Health Region - (G),
,N/A,GEODPMF,GEODPMF_cat97_5,cat,Map1_1,BatchMode,PUMF 2013-2014,GEODPMF,cat,5,97,NS_12910,South West N.S.,N/A,12910,12910,12910:12910,"[,]",South West N.S.,,Health Region,Health Region - (G),
,N/A,GEODPMF,GEODPMF_cat97_6,cat,Map1_1,BatchMode,PUMF 2013-2014,GEODPMF,cat,6,97,NS_12923,V. District H.,N/A,12923,12923,12923:12923,"[,]",V. District H.,,Health Region,Health Region - (G),
,N/A,GEODPMF,GEODPMF_cat97_7,cat,Map1_1,BatchMode,PUMF 2013-2014,GEODPMF,cat,7,97,NS_12930,Colchester East,N/A,12930,12930,12930:12930,"[,]",Colchester East,,Health Region,Health Region - (G),
,N/A,GEODPMF,GEODPMF_cat97_8,cat,Map1_1,BatchMode,PUMF 2013-2014,GEODPMF,cat,8,97,NS_12940,Pictou County,N/A,12940,12940,12940:12940,"[,]",Pictou County,,Health Region,Health Region - (G),
,N/A,GEODPMF,GEODPMF_cat97_9,cat,Map1_1,BatchMode,PUMF 2013-2014,GEODPMF,cat,9,97,NS_12958,Cape Breton,N/A,12958,12958,12958:12958,"[,]",Cape Breton,,Health Region,Health Region - (G),
,N/A,GEODPMF,GEODPMF_cat97_10,cat,Map1_1,BatchMode,PUMF 2013-2014,GEODPMF,cat,10,97,NS_12969,Capital District,N/A,12969,12969,12969:12969,"[,]",Capital District,,Health Region,Health Region - (G),
,N/A,GEODPMF,GEODPMF_cat97_11,cat,Map1_1,BatchMode,PUMF 2013-2014,GEODPMF,cat,11,97,NB_13901,Zone 1,N/A,13901,13901,13901:13901,"[,]",Zone 1,,Health Region,Health Region - (G),
,N/A,GEODPMF,GEODPMF_cat97_12,cat,Map1_1,BatchMode,PUMF 2013-2014,GEODPMF,cat,12,97,NB_13902,Zone 2,N/A,13902,13902,13902:13902,"[,]",Zone 2,,Health Region,Health Region - (G),
,N/A,GEODPMF,GEODPMF_cat97_13,cat,Map1_1,BatchMode,PUMF 2013-2014,GEODPMF,cat,13,97,NB_13903,Zone 3,N/A,13903,13903,13903:13903,"[,]",Zone 3,,Health Region,Health Region - (G),
,N/A,GEODPMF,GEODPMF_cat97_14,cat,Map1_1,BatchMode,PUMF 2013-2014,GEODPMF,cat,14,97,NB_13904,Zones 4 and 5,N/A,13904,13904,13904:13904,"[,]",Zones 4 and 5,,Health Region,Health Region - (G),
,N/A,GEODPMF,GEODPMF_cat97_15,cat,Map1_1,BatchMode,PUMF 2013-2014,GEODPMF,cat,15,97,NB_13906,Zones 6 and 7,N/A,13906,13906,13906:13906,"[,]",Zones 6 and 7,,Health Region,Health Region - (G),
,N/A,GEODPMF,GEODPMF_cat97_16,cat,Map1_1,BatchMode,PUMF 2013-2014,GEODPMF,cat,16,97,QC_24901,Region Bas-St Laurent,N/A,24901,24901,24901:24901,"[,]",Region Bas-St Laurent,,Health Region,Health Region - (G),
,N/A,GEODPMF,GEODPMF_cat97_17,cat,Map1_1,BatchMode,PUMF 2013-2014,GEODPMF,cat,17,97,QC_24902,Region Saguenay,N/A,24902,24902,24902:24902,"[,]",Region Saguenay,,Health Region,Health Region - (G),
,N/A,GEODPMF,GEODPMF_cat97_18,cat,Map1_1,BatchMode,PUMF 2013-2014,GEODPMF,cat,18,97,QC_24903,Region de Quebec,N/A,24903,24903,24903:24903,"[,]",Region de Quebec,,Health Region,Health Region - (G),
,N/A,GEODPMF,GEODPMF_cat97_19,cat,Map1_1,BatchMode,PUMF 2013-2014,GEODPMF,cat,19,97,QC_24904,Region de la Mauricie,N/A,24904,24904,24904:24904,"[,]",Region de la Mauricie,,Health Region,Health Region - (G),
,N/A,GEODPMF,GEODPMF_cat97_20,cat,Map1_1,BatchMode,PUMF 2013-2014,GEODPMF,cat,20,97,QC_24905,Region de l'Estrie,N/A,24905,24905,24905:24905,"[,]",Region de l'Estrie,,Health Region,Health Region - (G),
,N/A,GEODPMF,GEODPMF_cat97_21,cat,Map1_1,BatchMode,PUMF 2013-2014,GEODPMF,cat,21,97,QC_24906,Region de Montreal,N/A,24906,24906,24906:24906,"[,]",Region de Montreal,,Health Region,Health Region - (G),
,N/A,GEODPMF,GEODPMF_cat97_22,cat,Map1_1,BatchMode,PUMF 2013-2014,GEODPMF,cat,22,97,QC_24907,Region de l'Outaouais,N/A,24907,24907,24907:24907,"[,]",Region de l'Outaouais,,Health Region,Health Region - (G),
,N/A,GEODPMF,GEODPMF_cat97_23,cat,Map1_1,BatchMode,PUMF 2013-2014,GEODPMF,cat,23,97,QC_24908,Region de l'Abitibi-T.,N/A,24908,24908,24908:24908,"[,]",Region de l'Abitibi-T.,,Health Region,Health Region - (G),
,N/A,GEODPMF,GEODPMF_cat97_24,cat,Map1_1,BatchMode,PUMF 2013-2014,GEODPMF,cat,24,97,QC_24909,Region de la Cote-Nord,N/A,24909,24909,24909:24909,"[,]",Region de la Cote-Nord,,Health Region,Health Region - (G),
,N/A,GEODPMF,GEODPMF_cat97_25,cat,Map1_1,BatchMode,PUMF 2013-2014,GEODPMF,cat,25,97,QC_24911,Region de la Gaspesie,N/A,24911,24911,24911:24911,"[,]",Region de la Gaspesie,,Health Region,Health Region - (G),
,N/A,GEODPMF,GEODPMF_cat97_26,cat,Map1_1,BatchMode,PUMF 2013-2014,GEODPMF,cat,26,97,QC_24912,Reg:Chaudiere-Appalaches,N/A,24912,24912,24912:24912,"[,]",Reg:Chaudiere-Appalaches,,Health Region,Health Region - (G),
,N/A,GEODPMF,GEODPMF_cat97_27,cat,Map1_1,BatchMode,PUMF 2013-2014,GEODPMF,cat,27,97,QC_24913,Region de Laval,N/A,24913,24913,24913:24913,"[,]",Region de Laval,,Health Region,Health Region - (G),
,N/A,GEODPMF,GEODPMF_cat97_28,cat,Map1_1,BatchMode,PUMF 2013-2014,GEODPMF,cat,28,97,QC_24914,Region de Lanaudiere,N/A,24914,24914,24914:24914,"[,]",Region de Lanaudiere,,Health Region,Health Region - (G),
,N/A,GEODPMF,GEODPMF_cat97_29,cat,Map1_1,BatchMode,PUMF 2013-2014,GEODPMF,cat,29,97,QC_24915,Region des Laurentides,N/A,24915,24915,24915:24915,"[,]",Region des Laurentides,,Health Region,Health Region - (G),
,N/A,GEODPMF,GEODPMF_cat97_30,cat,Map1_1,BatchMode,PUMF 2013-2014,GEODPMF,cat,30,97,QC_24916,Region de la Monteregie,N/A,24916,24916,24916:24916,"[,]",Region de la Monteregie,,Health Region,Health Region - (G),
,N/A,GEODPMF,GEODPMF_cat97_31,cat,Map1_1,BatchMode,PUMF 2013-2014,GEODPMF,cat,31,97,ON_35926,District of Algoma Health Unit,N/A,35926,35926,35926:35926,"[,]",District of Algoma Health Unit,,Health Region,Health Region - (G),
,N/A,GEODPMF,GEODPMF_cat97_32,cat,Map1_1,BatchMode,PUMF 2013-2014,GEODPMF,cat,32,97,ON_35927,Brant County Health Unit,N/A,35927,35927,35927:35927,"[,]",Brant County Health Unit,,Health Region,Health Region - (G),
,N/A,GEODPMF,GEODPMF_cat97_33,cat,Map1_1,BatchMode,PUMF 2013-2014,GEODPMF,cat,33,97,ON_35930,Durham Regional Health Unit,N/A,35930,35930,35930:35930,"[,]",Durham Regional Health Unit,,Health Region,Health Region - (G),
,N/A,GEODPMF,GEODPMF_cat97_34,cat,Map1_1,BatchMode,PUMF 2013-2014,GEODPMF,cat,34,97,ON_35931,Elgin-St Thomas Health Unit,N/A,35931,35931,35931:35931,"[,]",Elgin-St Thomas Health Unit,,Health Region,Health Region - (G),
,N/A,GEODPMF,GEODPMF_cat97_35,cat,Map1_1,BatchMode,PUMF 2013-2014,GEODPMF,cat,35,97,ON_35933,Grey Bruce Health Unit,N/A,35933,35933,35933:35933,"[,]",Grey Bruce Health Unit,,Health Region,Health Region - (G),
,N/A,GEODPMF,GEODPMF_cat97_36,cat,Map1_1,BatchMode,PUMF 2013-2014,GEODPMF,cat,36,97,ON_35934,Haldimand-Norfolk Health Unit,N/A,35934,35934,35934:35934,"[,]",Haldimand-Norfolk Health Unit,,Health Region,Health Region - (G),
